id,time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count
5d2dc268,1618471,106.73392857142858,1720,0,122,0,397,1,1768,1352,210
5d434b72,1381771,83.05606694560669,3112,0,216,0,257,0,2670,2427,483
5dc57e61,1738239,61.81906202723147,2118,0,753,0,433,1,1996,6585,328
5dfbc450,2149169,147.44076305220884,3412,0,100,0,472,0,3150,1534,519
5e25026d,1811246,105.8326327856324,1869,0,177,0,571,0,1732,2124,232
5e39639b,1721590,128.19790454016297,1475,0,158,0,80,5,1288,1593,210
5e462523,1783832,126.6547619047619,1792,0,99,0,120,5,1843,1304,268
5e4e767b,1793773,88.17683397683398,1149,0,61,0,85,0,991,731,203
5e4eb9ba,1840642,91.33009708737865,1701,0,87,0,165,4,1603,1108,252
5e53f74c,1770959,71.3512588609142,3882,0,82,0,127,0,3271,1394,608
5e883233,1766417,66.63444378346223,2469,0,338,0,555,0,2455,3273,345
5ef5e32d,1804841,127.6926159129937,1564,0,10,0,173,0,1382,435,258
5f130d67,1721815,76.65217391304348,1661,0,418,0,129,0,1450,3733,279
5f3386f6,1732024,103.25024437927664,1735,0,72,0,235,4,1693,1005,242
5f43564c,1982846,106.82344102178813,2207,0,108,0,345,2,2234,1390,281
5f54631b,1739211,104.34346809221518,2353,0,386,0,254,0,2106,3589,349
5fa3bd8a,1860872,82.32479919678715,1532,0,302,4,145,9,2106,2943,226
5facee61,1314174,81.21500721500722,2657,0,543,0,265,0,2336,4975,411
5fe2840c,1810260,101.87334754797442,1580,0,501,0,264,0,1498,4354,226
605bff4d,1750174,78.12170022371365,3780,0,131,0,559,0,3582,1805,526
605e3a12,1748148,100.59307992202729,3436,0,134,0,531,3,3250,1934,480
60878b41,1700142,121.96868008948546,1621,0,71,0,96,0,1343,942,295
608ef9a0,1884553,83.0179190751445,2309,0,562,1,583,5,2999,5390,208
608fe7d3,1785851,93.03192825112107,5040,0,276,0,247,12,4669,3398,788
60ca3cfa,1703624,98.64561734213007,2798,0,132,0,253,0,2426,1681,466
60d574e2,1769552,83.4403005097934,3055,0,427,0,245,0,2609,4107,493
60d742c3,1552360,86.99738841405508,2814,0,921,0,477,0,2663,7996,400
610914b9,1699808,141.18241308793455,2179,0,104,0,154,8,2015,1361,318
61185a3d,1722631,167.94285714285715,3009,0,113,0,448,0,2806,1555,424
614a8c0f,2018432,83.30227464195451,4269,0,247,0,1419,0,4672,3168,453
61702afd,1767843,73.78694638694638,4529,0,655,4,1247,0,5611,6443,493
6175e621,1174447,81.04007581911725,3371,0,119,1,202,0,3134,1804,564
61786648,1798811,121.01888939462904,3792,0,143,0,448,11,3520,2005,521
61abc326,1784083,125.32736389684814,2091,0,167,0,530,4,2038,1949,285
61d03a51,1787874,70.68563122923588,1967,0,45,0,396,0,1922,801,292
62161e96,1571364,99.51536772777168,1422,0,272,0,128,0,1192,2534,205
622068c5,1714850,75.01240458015268,2405,0,498,0,241,0,2311,4489,335
6236e892,1781064,88.49643551523008,2735,0,78,0,273,0,2395,1237,460
626ee149,1757421,98.73461283917935,5122,0,448,0,474,0,4546,4634,815
629fdb77,1783271,90.55782608695652,1848,0,257,0,195,0,1615,2484,297
62b9a12b,1782015,81.75663972286374,3353,0,88,0,21,2,2776,1318,563
62bf4107,1697264,106.92762237762238,4946,0,390,1,381,2,4644,4201,742
62c6cb18,1778978,77.82513247539742,2480,0,1010,0,471,2,2408,8637,342
62cbed39,1804136,97.55702005730659,2604,0,637,0,242,7,2307,5709,422
62d9434c,1766873,99.18530774321641,1163,0,244,0,104,0,970,2249,201
62ff8c30,1738652,57.51012560881825,2324,0,1112,0,465,0,2258,9427,312
630300bc,1790771,79.54568210262829,4590,0,54,0,150,0,3862,1310,774
631348ae,1795897,104.20061919504644,3827,0,154,0,853,11,3895,2202,501
638c64e3,1746619,85.95454545454545,1025,0,75,0,21,1,816,841,202
63ab70f0,1765371,80.94779452819654,3156,0,75,0,350,1,2890,1264,472
63af3002,1824706,96.87680273771694,3394,0,67,0,630,0,3407,1327,447
63c5dd76,1236398,101.86806513938726,3299,0,43,0,281,0,3004,1060,487
63dd84d5,1654722,96.19692645444566,4028,0,81,1,443,2,3782,1509,561
641095b1,1715286,87.97894406033942,2289,0,322,0,571,0,2298,3138,279
6467de45,1789615,90.58475758632717,4037,0,984,0,712,1,3896,8740,572
647ca15e,1799612,97.31303542486687,3572,0,64,0,683,0,3490,1375,494
64828dc1,1779870,142.07062379774663,3242,0,112,0,273,12,3091,1762,491
648b1906,1737900,85.10666666666667,1912,0,3066,0,422,0,1855,25007,260
64caebbb,1802369,117.14457450173995,2927,0,86,0,148,0,2506,1257,472
64cb3a25,1746122,79.8809100604337,2240,0,399,0,174,0,1911,3695,389
64d95b13,1792267,72.6669538991814,1939,0,102,1,276,3,1943,1318,273
64eeb50f,1752900,100.53743961352657,3668,0,145,1,325,1,3284,2026,595
6500aba6,1512854,66.22162162162162,1816,0,371,0,403,0,1744,3453,240
651f7d29,1771902,143.72008957133718,2609,0,56,0,461,0,2479,1039,380
6538b8cf,1811754,91.26814591951862,2266,0,174,0,219,0,1963,1914,383
653f7b98,1782087,112.88777219430486,1567,0,73,0,150,1,1442,871,215
65796172,1798540,93.3591404180159,2822,0,319,0,254,2,2583,3102,387
6589d702,1670016,102.49066924066923,2628,0,69,0,406,5,2557,1177,340
65a890d9,1460576,85.76051560379919,1346,0,23,0,105,0,1139,496,218
65bbb7e3,1734579,89.21149335418295,1508,0,772,0,276,2,1495,6508,213
65c2a095,1798323,119.62683397683398,3318,0,15,0,1847,0,4676,609,212
65c324b3,1762728,105.52720122350885,3033,0,76,0,1468,0,3465,1644,265
662073a3,1784169,119.01234567901234,1353,0,212,0,135,1,1163,2027,226
6631dc3b,1676095,161.0574055666004,3590,0,58,0,376,0,3241,1189,529
66327501,1739123,104.47724867724868,1537,0,45,0,308,0,1459,746,209
663ac837,1788884,92.89729048519219,1423,0,76,0,88,0,1181,942,246
6677ae29,1729350,77.94719362338094,2193,0,108,0,703,7,2480,1523,231
668c6f59,1631468,129.06446161274746,3602,0,91,0,449,0,3241,1538,554
66ae4f3e,1729067,140.8632388020143,3316,0,110,0,347,0,2919,1624,587
66b82d74,1747214,96.26223776223776,2227,0,182,0,165,0,1969,1879,358
66d4cce8,1796939,68.69746716697937,1894,0,48,0,190,0,1706,789,304
66f386c7,1698046,115.26290322580645,3444,0,100,0,176,0,2917,1527,525
66fed026,1771433,61.04018971542686,3537,0,93,0,376,0,3155,1502,558
6714d1b2,1798366,120.71535326086956,2214,0,537,1,185,7,2025,4846,358
67257172,1812709,104.41902567478604,2577,0,240,0,219,2,2250,2490,406
6745808d,1754776,89.26970284237726,2134,0,692,0,268,2,1970,5984,296
6763136d,4962207,72.13094170403588,6198,0,262,0,2455,5,7951,3821,428
676c6618,1800183,125.86910261794765,5735,0,451,0,957,0,5263,5037,887
677a166f,1634253,93.05719237435008,1396,0,132,1,201,1,1878,1538,202
678869e4,1768202,83.75849056603774,1605,0,65,0,185,0,1516,794,216
67a3d9f5,1793250,95.14374403056351,3403,0,79,0,706,0,3323,1418,479
67a685e2,1654258,107.71957040572792,4030,0,134,0,859,5,4406,2226,438
67b5648f,1798112,90.60968714662646,4421,0,355,0,526,4,4257,3950,627
67b7ca27,1856230,68.69172297297297,5743,0,340,0,1016,5,5550,4215,771
67c66245,1759237,120.84310776942355,1830,0,62,0,103,0,1531,898,307
67c94b48,1771071,84.33970417151404,4203,0,1294,0,519,1,3808,11278,655
680dffd0,1767538,66.28964194373401,2634,0,140,0,353,1,2484,1687,413
6828d225,2708246,94.75755446240338,3352,0,111,1,800,5,3390,1720,432
683c9557,1828660,91.75826004278584,3464,0,158,3,570,12,3761,2184,438
68628a31,1737833,87.859615750428,4361,0,317,0,567,12,4721,3715,502
68a3f911,1777744,81.06307895897662,1558,0,527,0,181,1,1408,4556,242
68c4cbc9,1753801,112.9978457561396,2032,0,163,0,125,1,1698,1778,352
68d05594,1675593,83.97361237488626,1333,0,747,0,117,1,1161,6271,214
68df1430,1785119,74.80611805256355,2022,0,108,0,191,0,1797,1280,309
695bc6e7,1794883,107.40139390810532,3401,0,93,0,377,3,3168,1469,483
696bafbf,1833137,73.8742418115649,1902,0,430,0,141,0,1622,3861,329
69916fc0,1515070,63.16916637600279,2063,0,503,0,301,0,1923,4465,300
69a3c3d6,2040937,128.13390139987828,1410,0,19,0,214,0,1330,446,207
69a9e639,1788067,87.43298368298369,3128,0,163,0,139,2,2614,1969,526
69ad66d7,1715688,103.18666666666667,2854,0,199,0,693,4,2937,2393,362
69ce169c,1947773,72.61111111111111,1277,0,63,0,82,0,1061,802,208
6a3c4a0e,1633247,150.31419384474046,1853,0,100,0,224,0,1623,1260,314
6a4643be,1369332,86.57673860911271,2162,0,43,0,296,1,2085,739,295
6a46d751,2446358,94.80013504388927,1363,0,69,0,49,0,1166,798,211
6a5a9898,1792431,82.42305703946235,3807,0,1240,0,756,0,3753,10846,503
6a9ac8e8,1793593,119.5433658816772,1543,0,161,0,37,0,1270,1604,261
6ab3708b,1479126,71.06660184735051,1640,1,292,0,123,1,1426,2699,256
6af21917,1521756,128.07512953367876,2582,0,42,0,78,0,2140,856,411
6b0cfb58,1743468,125.32738443534231,3123,0,236,0,59,0,2464,2606,584
6b2a1937,1756555,99.39809209319391,4523,0,85,0,839,4,4533,1705,577
6c032912,1114763,96.15047291487532,2004,0,79,1,238,4,1893,1158,270
6c446516,1806653,115.24142156862744,2907,0,84,0,270,3,3174,1483,385
6c46059e,1829576,122.86853237878294,2635,0,119,2,310,7,3021,1751,365
6c5db560,1752923,80.4847806624888,2084,0,79,0,67,4,1802,1087,340
6c710d22,1804919,146.45308641975308,2325,0,27,0,77,1,2818,851,316
6c77e200,1916899,77.76059717408691,5743,0,598,0,1159,2,5731,6051,677
6c8526c6,1750792,105.67509025270758,1947,0,74,0,195,0,1676,1058,308
6cc023d7,1798461,98.99372549019608,2028,0,231,0,291,0,1850,2317,293
6cc7b04e,672211,94.84669375692648,2472,0,37,0,198,0,2101,865,415
6cdd4903,1768506,77.89737034331628,2407,0,119,0,212,0,2119,1452,369
6d008b60,1807103,85.11510791366906,1998,0,88,0,138,0,1691,1149,322
6d1405de,1688472,96.27939317319849,2755,0,110,21,277,1,2404,1560,423
6d1c240b,1694158,123.51434289526351,2557,0,134,0,304,3,2349,1635,379
6d4bf9e0,1772177,76.18427069044353,4103,0,105,1,157,8,5456,2257,563
6d9627c5,1871974,88.19540747411077,1840,0,129,0,251,1,1379,1778,241
6dcd250a,1761383,122.23473227206946,2572,0,303,0,580,0,2507,3079,326
6df4063e,1277822,114.7924597364568,2260,0,82,0,390,0,2115,1191,318
6df4bb12,1749505,199.08221892025756,1872,0,80,0,67,0,1523,1056,303
6e00ad5f,1804415,138.8716216216216,4117,0,74,0,249,0,3552,1406,639
6e1048f2,1717555,90.59944941500343,1246,0,109,0,98,0,1049,1167,210
6e3ff2ce,1800937,86.44517675254643,1426,0,194,0,47,2,1176,1882,270
6e701071,429499,82.58278931750742,1570,0,45,0,68,2,1380,689,237
6e958656,1801506,92.27897727272727,4119,0,370,0,788,3,3974,4117,549
6f39a6e9,1750130,100.96497764530551,3716,0,59,0,247,4,3388,1278,532
6f54beab,1752874,89.63129722921914,2182,0,395,0,597,2,2262,3729,269
6f86bf79,1695785,98.4230641409106,2499,0,207,0,301,2,2258,2253,380
6f973b44,1801603,126.17159090909091,2389,0,64,0,187,0,2238,1078,349
6faf0075,1745669,81.58105530832803,2661,0,226,0,259,0,2322,2406,403
6fc3a54e,1781525,133.5242406542056,3105,0,102,1,214,2,2745,1554,488
6fe9a213,1776934,111.68616144975289,4563,0,623,0,863,21,4655,6135,552
6feba041,1740377,76.53527058328069,3719,0,229,0,801,0,3646,2752,489
6ff9eeed,1789469,66.26930564568463,1675,0,1182,0,223,2,1519,9850,251
702810ac,1769267,85.73372093023256,2042,0,83,1,453,1,1993,1177,287
70985ac3,1768757,88.97218976396354,3599,0,117,0,561,2,3361,1766,522
70ba8d67,1648375,149.43118756936738,2570,0,123,0,911,0,2698,1790,306
7173050a,1836273,184.14201183431953,1373,0,49,0,99,0,1187,677,228
718c0f7d,1687070,84.25451263537906,1618,0,224,0,374,0,1432,2352,238
719ed6e1,1719853,64.4921497584541,1306,0,191,0,159,0,1197,1796,205
71a6cdc5,1763754,81.11168831168831,1561,0,116,7,237,4,3996,1893,277
71f872ee,1684416,100.32535885167464,1690,0,46,0,145,0,1536,689,255
720db86b,1739807,54.10709064327485,2496,0,2666,0,306,4,2286,21875,354
72135c44,1752691,77.66395721925133,4141,0,108,0,426,0,3604,1827,665
72298d29,1767967,74.00332125603865,2924,0,231,0,157,0,2420,2509,516
7251481e,1776086,81.59114139693357,4458,0,138,0,1269,5,4721,2212,527
7256a238,624070,100.86366880799429,1222,0,106,0,73,0,1055,1088,205
726c884c,1849301,117.6137614678899,3004,0,55,0,209,2,2630,1043,457
729dd832,1774736,145.74905263157893,1735,0,257,0,383,0,1727,2447,225
72e1c38c,1725113,106.00402212166918,1548,0,59,0,382,0,1574,828,236
7313113c,1812157,79.23110865968009,2998,0,140,0,483,5,3051,1790,362
73604dc8,1302616,49.94626474442988,1392,0,47,0,87,0,1189,666,234
738c8c99,1791902,95.94987725040916,4118,0,554,0,216,0,3462,5304,668
73b357f7,1766886,98.55932880543348,4127,0,376,1,498,4,4112,3987,567
7400383b,1372411,110.08736559139786,1820,0,149,0,262,1,1653,1634,264
742537ba,1587332,141.00224,2438,0,78,0,609,0,2515,1191,289
74629ec4,1785516,82.32139386366792,5792,0,554,1,852,4,5443,5722,828
7476e3b2,1508711,111.11394829237153,2471,0,94,0,564,4,2700,1405,273
74c48d94,1859374,93.91242861028012,2790,0,409,0,478,0,2643,3897,412
750a018c,1480633,84.7049494120864,2817,0,189,0,649,2,2791,2275,373
753c6d04,1406580,77.17354888975457,4301,0,455,0,378,0,3607,4712,761
754646df,1546688,167.8415770609319,1198,0,85,0,112,0,1019,971,168
755df972,1828760,123.65079365079364,3371,0,198,1,147,0,2887,2318,592
7569b6be,1249352,118.13237924865832,1301,0,838,0,97,0,1093,7009,221
7570a831,1732765,132.44092911493792,2321,0,58,0,118,0,1940,963,384
759ddfd8,1859948,110.7981220657277,2235,0,65,0,465,4,2286,1036,287
75cf2c31,1723444,93.80405019965772,3054,0,159,0,293,0,2727,1904,468
75f9383c,1596006,111.24701046337817,2442,0,55,0,178,1,2227,935,337
76326c8b,1616042,81.58290462999604,2155,0,208,0,164,0,1811,2172,387
76704f26,1796773,88.66935223976796,2228,0,601,0,271,3,2031,5377,356
76753317,1767827,80.99687337154768,1349,0,417,0,153,0,1222,3635,200
7680b21a,1768939,76.59556639796351,8268,0,120,0,1040,0,8095,3054,1118
76b79ef0,1710266,96.19834710743801,4770,0,579,0,333,5,4352,5618,712
76e1fcc1,1736243,102.01971674534852,3222,0,130,0,249,0,2728,1783,548
7727ae8e,1866325,114.22304283604136,2887,0,144,0,351,3,2707,1746,392
774a64f4,1805495,94.84571859675594,2289,0,129,0,230,3,1952,1632,317
7777fbbf,1775818,91.0636899747262,4132,0,1321,0,482,0,3758,11424,617
777c03e6,1763998,92.42924037460978,1658,0,24,0,240,0,1488,602,249
77954073,1755372,87.16463042150275,2551,0,409,0,314,0,2384,3841,351
77a4e4b4,1854273,112.29326396495071,3443,0,75,0,134,0,2849,1328,584
77e2b5fd,1767204,75.49935050876813,6706,0,1355,0,1170,7,6890,12601,802
77e45980,1740649,118.35890271780544,3383,0,145,0,409,0,3062,1890,511
77f85738,1765079,79.04372173163902,3564,0,300,1,778,0,3455,3289,482
781d2597,1750169,147.40716845878137,2565,0,79,1,145,0,2735,1319,370
78421e70,1707649,163.53319057815847,1833,0,162,0,336,4,1897,1798,241
78721869,1243012,69.78828390860477,2295,0,1077,0,742,0,2403,9250,293
7872ee7f,1746384,134.03655066754214,3692,0,70,0,806,1,3706,1367,461
78c8474d,1742135,109.07928221859706,2305,0,160,0,600,0,2310,1891,286
78e1f60f,1774163,93.82935153583618,1953,0,73,0,318,0,1916,1007,257
78e8d984,1699673,105.0677966101695,1717,0,22,0,149,0,1499,543,279
78f131a5,1723688,91.13493569470799,4045,0,101,0,595,2,3749,1741,604
7911e416,1689195,114.64840336134453,2225,0,381,1,368,0,2318,3590,272
791be024,1683046,108.7903697791966,3230,0,92,0,437,0,3231,1540,421
793e5089,1755322,71.61606425702811,4360,0,106,0,514,0,3825,1897,725
7966d52a,1806927,40.427616050354054,1333,0,3550,0,201,0,1070,28864,204
79706890,1662198,109.18464858199754,2162,0,572,0,510,0,2089,5159,323
79749297,2950411,77.09697601668405,1590,0,105,0,223,0,1482,1171,238
7992872a,1714485,82.87199273717658,1736,0,174,0,293,0,1626,1795,246
79bcc2de,1659904,110.55809641532757,1412,0,56,0,150,0,1249,761,218
79e96d1d,1487087,109.09390862944163,1828,0,260,1,274,1,1701,2527,254
79ee2112,1711127,117.46289424860854,914,2,62,2,95,3,1123,758,111
79f540d1,1772895,111.54904728299223,4397,0,710,0,549,12,4175,6765,638
79f66976,1699868,121.4836494440811,2673,0,58,0,327,0,2450,1014,381
7a17e218,1797842,80.18839991888055,3455,0,791,1,680,4,3517,7200,452
7a4d1680,1759839,120.73845212603243,2781,0,86,0,402,0,2525,1346,417
7a5402f9,1489327,123.48947684906796,1477,1,60,0,123,2,1336,778,203
7a69dc57,1713950,143.26011730205278,2910,0,133,0,367,0,2571,1770,452
7a8eb928,1738261,114.4763025210084,2606,0,102,3,264,0,7933,2977,427
7ad93a2e,1788728,112.64625599409811,2467,0,110,0,130,4,2082,1467,426
7af8d365,1735774,110.27306967984934,2274,0,116,0,261,4,2069,1558,332
7b099747,1801385,107.68730779983227,6149,0,92,0,912,1,5712,2101,830
7b1c6fc7,1646279,75.93485617597293,2065,0,19,0,280,0,1864,633,301
7b3dc2f8,1764655,105.29659395331038,2361,0,70,0,182,0,2053,1050,376
7b4bf487,1720843,118.20814923907707,3093,1,82,0,897,1,3396,1544,359
7b6d6bb4,1745431,83.68201577845757,5136,0,215,0,856,4,4902,2918,729
7b8d98bd,1614262,60.67977528089887,1807,0,4887,1,69,0,1802,39547,369
7b9c67dd,1769631,72.91466922339406,1824,0,2213,0,122,13,1625,18154,262
7ba082b4,1804738,118.19852786540484,4253,0,194,0,308,0,3613,2500,722
7bb736ae,1665555,142.85532746823068,1809,0,22,0,215,0,1879,617,246
7be4f0ec,1767316,115.00304136253041,1509,0,54,0,81,0,1272,750,249
7bf0df3f,1727308,89.34427586206897,3302,0,41,0,282,0,2912,1000,520
7c0c1b5f,1776292,92.53627760252365,1450,0,28,0,106,1,1235,552,224
7c199fb1,1576284,94.59785964190162,3599,0,184,0,1073,3,3821,2514,423
7c29b41e,1750986,82.68045112781955,2068,0,611,0,509,4,2209,5400,227
7c2af42c,1985127,106.46433990895297,1756,0,55,0,165,1,1530,848,283
7c6fb927,1874003,111.45741496598639,2962,0,150,0,563,0,2846,1879,401
7c793f53,1781548,67.75874202771058,3573,0,147,0,819,8,3946,2192,369
7c9dbe4b,1792671,89.15105233749301,4697,0,182,0,480,10,4554,2651,610
7c9f0b7c,1746845,86.68401380103508,2905,0,408,0,157,8,2459,3939,472
7d0a6bd7,1756233,143.35666549419628,2321,0,125,0,397,0,2261,1457,330
7d2a1b67,1707204,113.32080995364723,3862,0,98,0,136,3,3284,1585,580
7d9f3b3d,1698197,90.97114861186718,2956,0,278,0,440,0,2768,2852,443
7dff0acd,1328785,100.17604617604617,1098,0,168,0,120,0,937,1625,201
7e1f014d,1705934,87.88331756543677,2504,0,64,0,603,0,2530,1089,310
7e3030a4,1626606,131.38531618435155,3003,0,154,0,575,0,2816,1994,421
7e3237fa,1582867,127.54362858083636,2441,0,503,0,89,4,2298,4596,351
7e944bd0,1145494,131.1397489539749,1150,0,28,0,16,1,945,451,203
7eac4ad6,1816547,126.60914403575111,2276,0,192,0,427,14,2380,2145,275
7f0406a6,1742052,134.78212290502793,1306,0,29,0,97,0,1160,475,200
7f1703d0,1742645,113.0237651444548,3717,0,99,1,475,0,3389,1597,528
7f485095,1689045,108.43821886296418,5087,0,63,1,935,0,4820,1859,705
7f4ac329,1729764,103.34345149649756,3853,0,90,0,768,0,3660,1681,536
7f5ca0a9,1786141,129.81741741741743,1456,0,51,0,158,0,1272,750,235
7ff74c9d,1695113,94.41764705882353,3285,0,68,0,216,1,2817,1240,510
80204e4f,1775283,101.38188727042431,3952,0,347,0,437,1,3548,3826,631
8028b942,1804946,71.76217639315489,1759,0,376,0,144,0,1505,3406,266
80567e1e,1918466,116.7987721691678,1305,0,100,0,61,0,1107,1059,202
807c822a,1829449,77.64360902255639,5989,0,1651,0,994,11,5824,14591,802
808abe75,1798009,100.48743232791956,3908,0,215,1,1039,9,4480,2721,436
80c8e829,1742147,75.64995640802093,1354,0,857,0,83,0,1098,7195,248
811373e1,1776576,115.57413167444271,3284,0,60,0,514,0,3165,1180,429
81264ebf,1760496,112.11578372474058,3240,0,135,0,287,0,2840,1775,500
8159527a,1717142,142.39674868189806,1971,0,47,0,257,1,1812,828,307
817c9789,1792364,79.81970649895179,3160,0,160,0,496,0,2976,1960,430
81a74596,1559800,115.12251392203659,2323,0,72,0,118,1,2080,1068,371
81a86064,1735622,87.25943485681775,3142,0,475,0,1654,2,3753,4899,253
81cee31b,1741592,125.259009009009,1564,0,48,0,164,0,1373,739,217
8204c891,2102092,113.03021582733813,1303,0,13,0,74,0,1140,341,201
820bcf42,1638898,93.60257159555815,2812,0,253,0,357,0,2514,2679,424
82496b31,1715651,103.34485190409026,3847,0,962,1,861,1,3861,8669,437
824f263a,1771044,79.44870547011875,3812,0,256,1,1062,6,4234,3188,513
8268b1e9,1616603,111.49015795868773,3412,0,84,0,619,0,3257,1446,492
827b7d94,1776330,98.31714368314542,2904,0,81,2,472,0,2687,1399,438
82940d15,1725041,126.06330501507263,2935,0,168,0,539,7,3001,2076,382
8294f230,1740180,77.5764163372859,1384,0,89,1,44,0,1179,963,213
83184f73,1597234,128.7002487562189,1305,0,132,0,171,0,1143,1389,205
831d0606,1367712,145.27276805742486,1940,0,69,0,220,0,1686,1026,287
831f7758,1796044,108.40460526315789,2220,0,749,0,678,1,2403,6508,235
8325eeb2,1792944,66.35819521178637,2775,0,4495,0,325,7,2606,36540,400
835c845d,1797650,137.58206761391475,1570,0,261,0,210,0,1422,2452,213
8387640c,1738221,142.986531986532,1993,0,239,0,144,0,1755,2294,300
8389a706,1830772,70.5837252095686,2536,0,1939,0,416,0,2347,16117,387
8389bb25,1807610,102.78866432337433,1953,0,158,3,154,8,1980,1721,258
83977519,1692222,128.25905463474524,2703,0,71,0,481,3,2560,1221,390
83b04f27,1778122,125.07724292339677,5900,0,134,0,219,0,4801,2390,1071
83b171ba,1818518,93.76848208738869,4268,0,150,0,410,1,3863,2038,601
83b2b54f,1660065,100.25784966698383,1815,0,97,0,177,13,1694,1211,278
8404b53a,1839784,95.90832834032355,1516,0,98,0,55,0,1246,1151,265
84183990,1657902,78.37330827067669,2137,0,296,0,227,0,1850,2882,354
84221545,1798385,115.7881173944166,5600,0,316,0,1065,4,5462,3802,798
842d59a3,1833349,141.7056683843589,6215,0,93,0,290,0,5159,2090,1141
845cce85,1835295,140.2055507372073,1907,0,207,1,174,17,1760,2147,263
846d9750,1117108,111.09954751131222,1248,0,43,0,35,0,1002,625,211
84965efe,1680121,126.08262755629002,3998,0,142,0,701,0,3875,1960,547
84c3dd82,1714378,73.44252491694353,1343,0,72,0,89,1,1228,866,209
84da500a,2048527,82.24285714285715,1775,0,40,0,74,1,1559,722,280
84e444cd,1791473,74.85368151837395,5255,0,1531,0,643,0,4747,13399,778
85133702,1800519,80.59494611668525,2362,0,162,0,167,0,2001,1824,399
852aa24b,1381485,97.46466700559228,1626,0,160,0,181,0,1477,1610,227
857db4b3,1534557,117.42647898040708,4528,0,95,0,630,4,4184,1814,653
8581a825,1759403,102.44250614250615,3295,0,668,0,104,3,2571,6211,518
8581c428,1772588,57.23941773606589,4230,0,558,0,433,0,3856,5332,606
858a7bb6,1715194,89.34265569917744,3327,0,93,0,835,0,3321,1585,443
859774e5,1729481,87.33649484536082,2098,0,47,0,278,2,1904,872,316
85c87a30,1777625,113.9578073089701,2278,0,224,1,507,0,2331,2548,292
8626c32b,1949830,73.31306081754735,1853,0,15,0,138,0,1558,577,263
862a9560,1738162,125.77524292353189,4160,0,85,0,489,0,3713,1616,684
863dc6f9,865854,128.44579439252337,2808,0,57,0,345,0,2445,1164,459
865a9203,1675328,91.16859122401847,1397,0,57,0,278,0,1311,820,211
869a7835,1658722,85.7470703125,1842,0,97,0,109,0,1560,1167,315
86c1dce0,1793846,111.01758682101514,3924,0,81,0,486,1,5099,1581,372
86ca6cba,1712785,80.34559535333979,2918,0,292,0,919,3,3345,3227,276
86e05a78,1749141,86.51852725985367,3852,0,79,0,297,9,3551,1510,554
87211b93,1595509,71.40881333553392,3586,0,1645,0,828,0,3504,14070,508
873e7f98,1502731,92.07972972972973,1351,0,57,0,72,0,1120,766,222
874464a1,1767237,112.30167520420878,5892,0,192,0,1136,3,5696,2912,828
875aceae,1738462,93.47619047619048,2051,0,52,11,175,0,1902,812,310
877780f2,1802428,121.54857737682165,2024,0,83,0,774,1,2442,1026,203
87e2154e,1979908,95.61601133545874,2271,0,306,0,230,16,2261,2887,270
888feeaa,1814519,100.30481980026053,1983,0,60,0,259,1,1852,926,291
88a4f82a,2139774,132.86034255599472,1389,0,54,0,75,0,1147,749,213
88e4475d,1795598,102.4504918032787,1337,0,69,0,119,0,1183,825,220
89190107,1765167,94.2045984671776,2084,0,175,0,742,0,2333,1893,218
89353044,1771855,85.81138176331106,3673,0,160,0,804,2,3577,2217,537
896e987e,1807096,98.08910891089108,1689,0,82,0,47,0,1357,1035,233
89dba3b6,1283961,152.23101777059773,1145,0,13,0,80,0,967,362,202
8a021954,1801054,135.35186035829122,3340,0,17,0,997,0,3610,863,451
8a1aeb3a,1798125,107.35888650963598,1885,0,106,0,344,0,1767,1330,268
8a9500e8,1776554,138.7212012550426,1511,0,391,0,328,1,1474,3499,213
8ac53c4e,1373846,79.0576923076923,1384,0,42,0,29,1,1161,655,208
8ac62347,1802502,79.82779198635976,2956,0,260,0,298,5,2952,2827,406
8aec3af2,1771668,66.54765708200213,3085,0,119,0,551,1,2952,1675,444
8b49c436,1762855,91.40014820303816,1884,0,277,0,537,1,1969,2676,216
8b59f324,1752304,82.25564263322885,3764,0,1882,0,732,2,3685,15941,521
8b74c1d4,1742440,83.80866274179984,1666,0,387,0,325,0,1709,3521,200
8b880106,1676225,78.68201058201058,2664,0,179,0,937,0,2895,2138,294
8b8f360d,1763297,118.66221211259597,2827,0,76,0,614,0,2788,1261,458
8bcbe7d7,1197081,96.68267340634654,3032,0,228,0,301,0,2692,2465,498
8bcd94be,1715070,58.62540716612378,2569,0,113,0,388,0,2529,1512,347
8bd44fe3,1776019,123.79215416379904,3090,0,189,0,1080,0,3428,2254,340
8c58e2db,1764913,119.26633785450062,1462,0,30,0,130,0,1293,539,213
8c5963fb,1753067,46.830357142857146,2289,0,455,0,840,0,2620,4149,298
8c5ed7da,1796862,82.48710990502035,1888,0,72,0,251,0,1719,996,283
8c8d7083,1695345,107.59606188466948,3009,0,113,0,433,0,2682,1664,437
8c8dfd2f,1800059,60.583082178018884,2577,0,2088,0,312,0,2331,17262,379
8cfa9f8a,1830100,99.88140082401412,3173,0,79,0,146,0,2674,1277,506
8d1268dc,1706208,97.31931849409179,2734,0,563,0,341,1,2500,5180,411
8d14d8fa,1739552,85.08490566037736,1770,0,79,0,165,0,1534,1033,290
