time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count,cluster
4962207,72.13094170403588,6198,0,262,0,2455,5,7951,3821,428,1
1800183,125.86910261794765,5735,0,451,0,957,0,5263,5037,887,2
1634253,93.05719237435008,1396,0,132,1,201,1,1878,1538,202,0
1768202,83.75849056603774,1605,0,65,0,185,0,1516,794,216,0
1793250,95.14374403056351,3403,0,79,0,706,0,3323,1418,479,2
1654258,107.71957040572792,4030,0,134,0,859,5,4406,2226,438,2
1798112,90.60968714662646,4421,0,355,0,526,4,4257,3950,627,2
1856230,68.69172297297297,5743,0,340,0,1016,5,5550,4215,771,2
1759237,120.84310776942355,1830,0,62,0,103,0,1531,898,307,0
1771071,84.33970417151404,4203,0,1294,0,519,1,3808,11278,655,2
1767538,66.28964194373401,2634,0,140,0,353,1,2484,1687,413,0
2708246,94.75755446240338,3352,0,111,1,800,5,3390,1720,432,0
1828660,91.75826004278584,3464,0,158,3,570,12,3761,2184,438,1
1737833,87.859615750428,4361,0,317,0,567,12,4721,3715,502,1
1777744,81.06307895897662,1558,0,527,0,181,1,1408,4556,242,0
1753801,112.9978457561396,2032,0,163,0,125,1,1698,1778,352,0
1675593,83.97361237488626,1333,0,747,0,117,1,1161,6271,214,0
1785119,74.80611805256355,2022,0,108,0,191,0,1797,1280,309,0
1794883,107.40139390810532,3401,0,93,0,377,3,3168,1469,483,0
1833137,73.8742418115649,1902,0,430,0,141,0,1622,3861,329,0
1515070,63.16916637600279,2063,0,503,0,301,0,1923,4465,300,0
2040937,128.13390139987828,1410,0,19,0,214,0,1330,446,207,0
1788067,87.43298368298369,3128,0,163,0,139,2,2614,1969,526,0
1715688,103.18666666666667,2854,0,199,0,693,4,2937,2393,362,0
1947773,72.61111111111111,1277,0,63,0,82,0,1061,802,208,0
1633247,150.31419384474046,1853,0,100,0,224,0,1623,1260,314,0
1369332,86.57673860911271,2162,0,43,0,296,1,2085,739,295,0
2446358,94.80013504388927,1363,0,69,0,49,0,1166,798,211,0
1792431,82.42305703946235,3807,0,1240,0,756,0,3753,10846,503,2
1793593,119.5433658816772,1543,0,161,0,37,0,1270,1604,261,0
1479126,71.06660184735051,1640,1,292,0,123,1,1426,2699,256,3
1521756,128.07512953367876,2582,0,42,0,78,0,2140,856,411,0
1743468,125.32738443534231,3123,0,236,0,59,0,2464,2606,584,0
1756555,99.39809209319391,4523,0,85,0,839,4,4533,1705,577,2
1114763,96.15047291487532,2004,0,79,1,238,4,1893,1158,270,0
1806653,115.24142156862744,2907,0,84,0,270,3,3174,1483,385,0
1829576,122.86853237878294,2635,0,119,2,310,7,3021,1751,365,0
1752923,80.4847806624888,2084,0,79,0,67,4,1802,1087,340,0
1804919,146.45308641975308,2325,0,27,0,77,1,2818,851,316,0
1916899,77.76059717408691,5743,0,598,0,1159,2,5731,6051,677,2
1750792,105.67509025270758,1947,0,74,0,195,0,1676,1058,308,0
1798461,98.99372549019608,2028,0,231,0,291,0,1850,2317,293,0
672211,94.84669375692648,2472,0,37,0,198,0,2101,865,415,0
1768506,77.89737034331628,2407,0,119,0,212,0,2119,1452,369,0
1807103,85.11510791366906,1998,0,88,0,138,0,1691,1149,322,0
1688472,96.27939317319849,2755,0,110,21,277,1,2404,1560,423,4
1694158,123.51434289526351,2557,0,134,0,304,3,2349,1635,379,0
1772177,76.18427069044353,4103,0,105,1,157,8,5456,2257,563,1
1871974,88.19540747411077,1840,0,129,0,251,1,1379,1778,241,0
1761383,122.23473227206946,2572,0,303,0,580,0,2507,3079,326,0
1277822,114.7924597364568,2260,0,82,0,390,0,2115,1191,318,0
1749505,199.08221892025756,1872,0,80,0,67,0,1523,1056,303,0
1804415,138.8716216216216,4117,0,74,0,249,0,3552,1406,639,2
1717555,90.59944941500343,1246,0,109,0,98,0,1049,1167,210,0
1800937,86.44517675254643,1426,0,194,0,47,2,1176,1882,270,0
429499,82.58278931750742,1570,0,45,0,68,2,1380,689,237,0
1801506,92.27897727272727,4119,0,370,0,788,3,3974,4117,549,2
1750130,100.96497764530551,3716,0,59,0,247,4,3388,1278,532,1
1752874,89.63129722921914,2182,0,395,0,597,2,2262,3729,269,0
1695785,98.4230641409106,2499,0,207,0,301,2,2258,2253,380,0
1801603,126.17159090909091,2389,0,64,0,187,0,2238,1078,349,0
1745669,81.58105530832803,2661,0,226,0,259,0,2322,2406,403,0
1781525,133.5242406542056,3105,0,102,1,214,2,2745,1554,488,0
1776934,111.68616144975289,4563,0,623,0,863,21,4655,6135,552,1
1740377,76.53527058328069,3719,0,229,0,801,0,3646,2752,489,2
1789469,66.26930564568463,1675,0,1182,0,223,2,1519,9850,251,0
1769267,85.73372093023256,2042,0,83,1,453,1,1993,1177,287,0
1768757,88.97218976396354,3599,0,117,0,561,2,3361,1766,522,2
1648375,149.43118756936738,2570,0,123,0,911,0,2698,1790,306,0
1836273,184.14201183431953,1373,0,49,0,99,0,1187,677,228,0
1687070,84.25451263537906,1618,0,224,0,374,0,1432,2352,238,0
1719853,64.4921497584541,1306,0,191,0,159,0,1197,1796,205,0
1763754,81.11168831168831,1561,0,116,7,237,4,3996,1893,277,0
1684416,100.32535885167464,1690,0,46,0,145,0,1536,689,255,0
1739807,54.10709064327485,2496,0,2666,0,306,4,2286,21875,354,5
1752691,77.66395721925133,4141,0,108,0,426,0,3604,1827,665,2
1767967,74.00332125603865,2924,0,231,0,157,0,2420,2509,516,0
1776086,81.59114139693357,4458,0,138,0,1269,5,4721,2212,527,2
624070,100.86366880799429,1222,0,106,0,73,0,1055,1088,205,0
1849301,117.6137614678899,3004,0,55,0,209,2,2630,1043,457,0
1774736,145.74905263157893,1735,0,257,0,383,0,1727,2447,225,0
1725113,106.00402212166918,1548,0,59,0,382,0,1574,828,236,0
1812157,79.23110865968009,2998,0,140,0,483,5,3051,1790,362,0
1302616,49.94626474442988,1392,0,47,0,87,0,1189,666,234,0
1791902,95.94987725040916,4118,0,554,0,216,0,3462,5304,668,2
1766886,98.55932880543348,4127,0,376,1,498,4,4112,3987,567,2
1372411,110.08736559139786,1820,0,149,0,262,1,1653,1634,264,0
1587332,141.00224,2438,0,78,0,609,0,2515,1191,289,0
1785516,82.32139386366792,5792,0,554,1,852,4,5443,5722,828,2
1508711,111.11394829237153,2471,0,94,0,564,4,2700,1405,273,0
1859374,93.91242861028012,2790,0,409,0,478,0,2643,3897,412,0
1480633,84.7049494120864,2817,0,189,0,649,2,2791,2275,373,0
1406580,77.17354888975457,4301,0,455,0,378,0,3607,4712,761,2
1546688,167.8415770609319,1198,0,85,0,112,0,1019,971,168,0
1828760,123.65079365079364,3371,0,198,1,147,0,2887,2318,592,0
1249352,118.13237924865832,1301,0,838,0,97,0,1093,7009,221,0
1732765,132.44092911493792,2321,0,58,0,118,0,1940,963,384,0
1859948,110.7981220657277,2235,0,65,0,465,4,2286,1036,287,0
1723444,93.80405019965772,3054,0,159,0,293,0,2727,1904,468,0
1596006,111.24701046337817,2442,0,55,0,178,1,2227,935,337,0
1616042,81.58290462999604,2155,0,208,0,164,0,1811,2172,387,0
1796773,88.66935223976796,2228,0,601,0,271,3,2031,5377,356,0
1767827,80.99687337154768,1349,0,417,0,153,0,1222,3635,200,0
1768939,76.59556639796351,8268,0,120,0,1040,0,8095,3054,1118,2
1710266,96.19834710743801,4770,0,579,0,333,5,4352,5618,712,2
1736243,102.01971674534852,3222,0,130,0,249,0,2728,1783,548,0
1866325,114.22304283604136,2887,0,144,0,351,3,2707,1746,392,0
1805495,94.84571859675594,2289,0,129,0,230,3,1952,1632,317,0
1775818,91.0636899747262,4132,0,1321,0,482,0,3758,11424,617,2
1763998,92.42924037460978,1658,0,24,0,240,0,1488,602,249,0
1755372,87.16463042150275,2551,0,409,0,314,0,2384,3841,351,0
1854273,112.29326396495071,3443,0,75,0,134,0,2849,1328,584,0
1767204,75.49935050876813,6706,0,1355,0,1170,7,6890,12601,802,2
1740649,118.35890271780544,3383,0,145,0,409,0,3062,1890,511,0
1765079,79.04372173163902,3564,0,300,1,778,0,3455,3289,482,2
1750169,147.40716845878137,2565,0,79,1,145,0,2735,1319,370,0
1707649,163.53319057815847,1833,0,162,0,336,4,1897,1798,241,0
1243012,69.78828390860477,2295,0,1077,0,742,0,2403,9250,293,0
1746384,134.03655066754214,3692,0,70,0,806,1,3706,1367,461,2
1742135,109.07928221859706,2305,0,160,0,600,0,2310,1891,286,0
1774163,93.82935153583618,1953,0,73,0,318,0,1916,1007,257,0
1699673,105.0677966101695,1717,0,22,0,149,0,1499,543,279,0
1723688,91.13493569470799,4045,0,101,0,595,2,3749,1741,604,2
1689195,114.64840336134453,2225,0,381,1,368,0,2318,3590,272,0
1683046,108.7903697791966,3230,0,92,0,437,0,3231,1540,421,0
1755322,71.61606425702811,4360,0,106,0,514,0,3825,1897,725,2
1806927,40.427616050354054,1333,0,3550,0,201,0,1070,28864,204,5
1662198,109.18464858199754,2162,0,572,0,510,0,2089,5159,323,0
2950411,77.09697601668405,1590,0,105,0,223,0,1482,1171,238,0
1714485,82.87199273717658,1736,0,174,0,293,0,1626,1795,246,0
1659904,110.55809641532757,1412,0,56,0,150,0,1249,761,218,0
1487087,109.09390862944163,1828,0,260,1,274,1,1701,2527,254,0
1711127,117.46289424860854,914,2,62,2,95,3,1123,758,111,3
1772895,111.54904728299223,4397,0,710,0,549,12,4175,6765,638,1
1699868,121.4836494440811,2673,0,58,0,327,0,2450,1014,381,0
1797842,80.18839991888055,3455,0,791,1,680,4,3517,7200,452,2
1759839,120.73845212603243,2781,0,86,0,402,0,2525,1346,417,0
1489327,123.48947684906796,1477,1,60,0,123,2,1336,778,203,3
1713950,143.26011730205278,2910,0,133,0,367,0,2571,1770,452,0
1738261,114.4763025210084,2606,0,102,3,264,0,7933,2977,427,2
1788728,112.64625599409811,2467,0,110,0,130,4,2082,1467,426,0
1735774,110.27306967984934,2274,0,116,0,261,4,2069,1558,332,0
1801385,107.68730779983227,6149,0,92,0,912,1,5712,2101,830,2
1646279,75.93485617597293,2065,0,19,0,280,0,1864,633,301,0
1764655,105.29659395331038,2361,0,70,0,182,0,2053,1050,376,0
1720843,118.20814923907707,3093,1,82,0,897,1,3396,1544,359,3
1745431,83.68201577845757,5136,0,215,0,856,4,4902,2918,729,2
1614262,60.67977528089887,1807,0,4887,1,69,0,1802,39547,369,5
1769631,72.91466922339406,1824,0,2213,0,122,13,1625,18154,262,5
1804738,118.19852786540484,4253,0,194,0,308,0,3613,2500,722,2
1665555,142.85532746823068,1809,0,22,0,215,0,1879,617,246,0
1767316,115.00304136253041,1509,0,54,0,81,0,1272,750,249,0
1727308,89.34427586206897,3302,0,41,0,282,0,2912,1000,520,0
1776292,92.53627760252365,1450,0,28,0,106,1,1235,552,224,0
1576284,94.59785964190162,3599,0,184,0,1073,3,3821,2514,423,2
1750986,82.68045112781955,2068,0,611,0,509,4,2209,5400,227,0
1985127,106.46433990895297,1756,0,55,0,165,1,1530,848,283,0
1874003,111.45741496598639,2962,0,150,0,563,0,2846,1879,401,0
1781548,67.75874202771058,3573,0,147,0,819,8,3946,2192,369,2
1792671,89.15105233749301,4697,0,182,0,480,10,4554,2651,610,1
1746845,86.68401380103508,2905,0,408,0,157,8,2459,3939,472,0
1756233,143.35666549419628,2321,0,125,0,397,0,2261,1457,330,0
1707204,113.32080995364723,3862,0,98,0,136,3,3284,1585,580,0
1698197,90.97114861186718,2956,0,278,0,440,0,2768,2852,443,0
1328785,100.17604617604617,1098,0,168,0,120,0,937,1625,201,0
1705934,87.88331756543677,2504,0,64,0,603,0,2530,1089,310,0
1626606,131.38531618435155,3003,0,154,0,575,0,2816,1994,421,0
1582867,127.54362858083636,2441,0,503,0,89,4,2298,4596,351,0
1145494,131.1397489539749,1150,0,28,0,16,1,945,451,203,0
1816547,126.60914403575111,2276,0,192,0,427,14,2380,2145,275,1
1742052,134.78212290502793,1306,0,29,0,97,0,1160,475,200,0
1742645,113.0237651444548,3717,0,99,1,475,0,3389,1597,528,0
1689045,108.43821886296418,5087,0,63,1,935,0,4820,1859,705,2
1729764,103.34345149649756,3853,0,90,0,768,0,3660,1681,536,2
1786141,129.81741741741743,1456,0,51,0,158,0,1272,750,235,0
1695113,94.41764705882353,3285,0,68,0,216,1,2817,1240,510,0
1775283,101.38188727042431,3952,0,347,0,437,1,3548,3826,631,2
1804946,71.76217639315489,1759,0,376,0,144,0,1505,3406,266,0
1918466,116.7987721691678,1305,0,100,0,61,0,1107,1059,202,0
1829449,77.64360902255639,5989,0,1651,0,994,11,5824,14591,802,2
1798009,100.48743232791956,3908,0,215,1,1039,9,4480,2721,436,2
1742147,75.64995640802093,1354,0,857,0,83,0,1098,7195,248,0
1776576,115.57413167444271,3284,0,60,0,514,0,3165,1180,429,0
1760496,112.11578372474058,3240,0,135,0,287,0,2840,1775,500,0
1717142,142.39674868189806,1971,0,47,0,257,1,1812,828,307,0
1792364,79.81970649895179,3160,0,160,0,496,0,2976,1960,430,0
1559800,115.12251392203659,2323,0,72,0,118,1,2080,1068,371,0
1735622,87.25943485681775,3142,0,475,0,1654,2,3753,4899,253,2
1741592,125.259009009009,1564,0,48,0,164,0,1373,739,217,0
2102092,113.03021582733813,1303,0,13,0,74,0,1140,341,201,0
1638898,93.60257159555815,2812,0,253,0,357,0,2514,2679,424,0
1715651,103.34485190409026,3847,0,962,1,861,1,3861,8669,437,2
1771044,79.44870547011875,3812,0,256,1,1062,6,4234,3188,513,2
1616603,111.49015795868773,3412,0,84,0,619,0,3257,1446,492,2
1776330,98.31714368314542,2904,0,81,2,472,0,2687,1399,438,0
1725041,126.06330501507263,2935,0,168,0,539,7,3001,2076,382,0
1740180,77.5764163372859,1384,0,89,1,44,0,1179,963,213,0
1597234,128.7002487562189,1305,0,132,0,171,0,1143,1389,205,0
1367712,145.27276805742486,1940,0,69,0,220,0,1686,1026,287,0
1796044,108.40460526315789,2220,0,749,0,678,1,2403,6508,235,0
1792944,66.35819521178637,2775,0,4495,0,325,7,2606,36540,400,5
1797650,137.58206761391475,1570,0,261,0,210,0,1422,2452,213,0
1738221,142.986531986532,1993,0,239,0,144,0,1755,2294,300,0
1830772,70.5837252095686,2536,0,1939,0,416,0,2347,16117,387,5
1807610,102.78866432337433,1953,0,158,3,154,8,1980,1721,258,0
1692222,128.25905463474524,2703,0,71,0,481,3,2560,1221,390,0
1778122,125.07724292339677,5900,0,134,0,219,0,4801,2390,1071,2
1818518,93.76848208738869,4268,0,150,0,410,1,3863,2038,601,2
1660065,100.25784966698383,1815,0,97,0,177,13,1694,1211,278,1
1839784,95.90832834032355,1516,0,98,0,55,0,1246,1151,265,0
1657902,78.37330827067669,2137,0,296,0,227,0,1850,2882,354,0
1798385,115.7881173944166,5600,0,316,0,1065,4,5462,3802,798,2
1833349,141.7056683843589,6215,0,93,0,290,0,5159,2090,1141,2
1835295,140.2055507372073,1907,0,207,1,174,17,1760,2147,263,1
1117108,111.09954751131222,1248,0,43,0,35,0,1002,625,211,0
1680121,126.08262755629002,3998,0,142,0,701,0,3875,1960,547,2
1714378,73.44252491694353,1343,0,72,0,89,1,1228,866,209,0
2048527,82.24285714285715,1775,0,40,0,74,1,1559,722,280,0
1791473,74.85368151837395,5255,0,1531,0,643,0,4747,13399,778,2
1800519,80.59494611668525,2362,0,162,0,167,0,2001,1824,399,0
1381485,97.46466700559228,1626,0,160,0,181,0,1477,1610,227,0
1534557,117.42647898040708,4528,0,95,0,630,4,4184,1814,653,1
1759403,102.44250614250615,3295,0,668,0,104,3,2571,6211,518,2
1772588,57.23941773606589,4230,0,558,0,433,0,3856,5332,606,2
1715194,89.34265569917744,3327,0,93,0,835,0,3321,1585,443,2
1729481,87.33649484536082,2098,0,47,0,278,2,1904,872,316,0
1777625,113.9578073089701,2278,0,224,1,507,0,2331,2548,292,0
1949830,73.31306081754735,1853,0,15,0,138,0,1558,577,263,0
1738162,125.77524292353189,4160,0,85,0,489,0,3713,1616,684,2
865854,128.44579439252337,2808,0,57,0,345,0,2445,1164,459,0
1675328,91.16859122401847,1397,0,57,0,278,0,1311,820,211,0
1658722,85.7470703125,1842,0,97,0,109,0,1560,1167,315,0
1793846,111.01758682101514,3924,0,81,0,486,1,5099,1581,372,2
1712785,80.34559535333979,2918,0,292,0,919,3,3345,3227,276,2
1749141,86.51852725985367,3852,0,79,0,297,9,3551,1510,554,1
1595509,71.40881333553392,3586,0,1645,0,828,0,3504,14070,508,5
1502731,92.07972972972973,1351,0,57,0,72,0,1120,766,222,0
1767237,112.30167520420878,5892,0,192,0,1136,3,5696,2912,828,2
1738462,93.47619047619048,2051,0,52,11,175,0,1902,812,310,0
1802428,121.54857737682165,2024,0,83,0,774,1,2442,1026,203,0
1979908,95.61601133545874,2271,0,306,0,230,16,2261,2887,270,1
1814519,100.30481980026053,1983,0,60,0,259,1,1852,926,291,0
2139774,132.86034255599472,1389,0,54,0,75,0,1147,749,213,0
1795598,102.4504918032787,1337,0,69,0,119,0,1183,825,220,0
1765167,94.2045984671776,2084,0,175,0,742,0,2333,1893,218,0
1771855,85.81138176331106,3673,0,160,0,804,2,3577,2217,537,2
1807096,98.08910891089108,1689,0,82,0,47,0,1357,1035,233,0
1283961,152.23101777059773,1145,0,13,0,80,0,967,362,202,0
1801054,135.35186035829122,3340,0,17,0,997,0,3610,863,451,2
1798125,107.35888650963598,1885,0,106,0,344,0,1767,1330,268,0
1776554,138.7212012550426,1511,0,391,0,328,1,1474,3499,213,0
1373846,79.0576923076923,1384,0,42,0,29,1,1161,655,208,0
1802502,79.82779198635976,2956,0,260,0,298,5,2952,2827,406,0
1771668,66.54765708200213,3085,0,119,0,551,1,2952,1675,444,2
1762855,91.40014820303816,1884,0,277,0,537,1,1969,2676,216,0
1752304,82.25564263322885,3764,0,1882,0,732,2,3685,15941,521,5
1742440,83.80866274179984,1666,0,387,0,325,0,1709,3521,200,0
1676225,78.68201058201058,2664,0,179,0,937,0,2895,2138,294,0
1763297,118.66221211259597,2827,0,76,0,614,0,2788,1261,458,0
1197081,96.68267340634654,3032,0,228,0,301,0,2692,2465,498,0
1715070,58.62540716612378,2569,0,113,0,388,0,2529,1512,347,0
1776019,123.79215416379904,3090,0,189,0,1080,0,3428,2254,340,2
1764913,119.26633785450062,1462,0,30,0,130,0,1293,539,213,0
1753067,46.830357142857146,2289,0,455,0,840,0,2620,4149,298,0
1796862,82.48710990502035,1888,0,72,0,251,0,1719,996,283,0
1695345,107.59606188466948,3009,0,113,0,433,0,2682,1664,437,0
1800059,60.583082178018884,2577,0,2088,0,312,0,2331,17262,379,5
1830100,99.88140082401412,3173,0,79,0,146,0,2674,1277,506,0
1706208,97.31931849409179,2734,0,563,0,341,1,2500,5180,411,0
1739552,85.08490566037736,1770,0,79,0,165,0,1534,1033,290,0
1761963,101.45295950155763,2998,0,134,0,73,5,2620,1684,463,0
1736870,66.37536112257531,4075,0,456,0,306,9,3623,4609,631,1
1709106,101.32146788990826,2266,0,84,0,372,3,2249,1233,302,0
1794202,76.17498110355253,4598,0,2648,0,692,0,4149,22388,701,5
1710340,83.90369181380417,1519,0,237,0,98,15,1426,2277,229,1
1785854,115.00161160354553,2275,0,57,0,147,3,1962,972,362,0
1750738,76.64794338788147,1666,0,463,0,132,0,1444,4058,260,0
1800420,99.27070828331333,2678,0,340,0,313,1,2411,3315,417,0
1685103,90.5395886165117,2929,0,116,0,504,0,2881,1654,413,0
1740573,106.02995453329767,2934,0,177,0,627,1,2914,2094,377,0
1767106,70.25111111111111,3774,0,490,0,1586,0,4293,4987,384,2
1639849,110.44345238095238,530,0,89,1,50,2,474,856,73,0
1829007,141.7675283979632,4165,0,298,0,638,5,3911,3416,585,2
1610622,75.18076208178438,1934,0,90,0,121,7,1719,1128,287,0
1826568,115.08408282786029,4412,0,118,0,251,0,3725,1882,726,2
2854054,79.19274153997057,1674,0,284,0,81,0,1415,2612,282,0
1740323,112.85264735264735,1705,0,94,0,203,0,1494,1166,289,0
1492582,99.52279846849983,2606,0,65,0,202,0,2190,1138,424,0
1801083,121.69047619047619,1298,0,290,0,134,0,1043,2709,200,0
1808140,102.1484375,1528,0,67,0,69,0,1206,927,262,0
1787037,109.7668782458165,3411,0,1367,0,418,3,3151,11678,497,0
1785308,92.0882245716369,2131,0,66,0,546,0,2140,1065,279,0
1130521,91.71351351351352,1857,0,153,0,395,0,1725,1751,262,0
1618082,105.16039685820587,1983,0,303,0,133,0,1719,2830,313,0
1805592,99.85789049919485,1982,0,90,0,409,3,2153,1248,239,0
1752647,69.322563274098,2651,0,180,0,882,1,2845,2141,304,0
1734075,83.90743338008416,1637,0,294,0,207,1,1538,2668,222,0
1856198,151.24970553592462,2016,0,48,0,483,0,2053,849,268,0
1768481,96.15800115540151,2933,0,233,0,296,0,3605,2723,242,0
1698318,95.64976364417706,3704,0,212,1,735,2,3584,2670,539,2
1796293,107.9575339914323,4422,0,168,3,776,0,10604,4927,590,2
1765879,113.99186716367333,2309,0,240,0,402,0,2250,2381,296,0
1743883,78.69375326257178,3365,0,1515,0,864,3,3680,12934,382,5
1755412,72.54922166191625,3789,0,124,0,644,4,3789,1913,507,2
1813854,140.75445643986944,3381,0,129,0,473,0,3134,1865,512,0
1797076,130.70013947001394,1905,0,41,0,205,0,1680,758,298,0
1780879,85.1924088688463,2159,0,217,0,285,0,2078,2104,243,0
1784514,98.01324942033786,2799,0,70,0,150,0,2364,1145,435,0
1620956,89.10855949895615,2126,0,104,0,165,0,1816,1307,339,0
1864651,102.48590067340068,3629,0,205,1,916,1,3929,2454,413,2
1675062,93.74344436569808,1224,0,96,0,91,0,1042,1041,211,0
1799039,64.11773298276366,2474,0,293,0,656,0,2559,2928,300,0
1802143,93.69650468883205,1765,0,425,1,153,2,1560,3858,256,0
1789870,107.5689338235294,3413,0,97,0,842,0,3461,1570,445,2
1799445,107.38898045679304,2841,0,1014,0,392,0,2805,8767,407,0
1833087,67.45211236452113,3359,0,538,0,623,1,3211,5086,453,0
1571439,91.84527687296416,1143,0,475,0,224,0,1073,4094,155,0
1807041,115.95288921604711,4600,0,128,1,705,0,4256,2075,681,2
1736320,77.68261868300154,4726,0,77,2,419,0,4028,1737,861,2
1396882,105.57262996941895,1199,0,18,0,91,0,1033,405,201,0
1542769,157.07303182579565,5328,0,172,0,468,2,4706,2565,835,2
1820371,117.48000963391137,3091,0,391,0,670,0,1414,5475,205,0
1840212,106.34817100044073,1811,0,150,0,308,0,1684,1635,269,0
3086451,76.89840470193116,1929,0,219,0,234,0,1742,2248,271,0
1784493,91.19384974698326,2124,0,216,0,229,0,1822,2259,357,0
1767405,132.40220713073006,4325,0,646,0,919,0,4440,6290,526,2
1719857,79.74135667396061,2098,0,4067,1,684,5,2515,33138,219,5
1786719,74.54106935296397,1915,0,3102,0,131,14,1701,25346,286,5
1745881,73.83903106075405,3354,0,994,0,768,3,3515,8831,401,2
1549544,65.24121779859485,389,0,12,0,26,0,332,179,67,0
1672249,113.11143984220907,3331,0,61,0,664,0,3231,1252,424,2
1637869,89.0350527215731,2756,0,486,0,267,0,2365,4546,452,0
1757683,67.92638851979804,3350,0,69,0,344,0,2920,1326,592,2
1838023,83.40467234211047,4298,0,89,0,656,8,4282,1787,566,1
1010771,99.14639071176174,1680,0,59,0,242,0,1522,872,253,0
1521596,112.19209702660407,2187,0,213,0,153,3,1891,2183,327,0
1858208,110.3447934701954,2854,0,637,1,532,19,3045,5877,351,1
1639862,77.59701492537313,3294,0,90,0,100,0,2655,1459,606,0
1752771,72.47267404033832,2626,0,250,0,195,3,2331,2642,419,0
1787070,138.69065952460662,4860,0,230,0,879,5,4570,3108,722,2
1953630,102.25740740740741,1386,0,1220,0,90,4,1173,10120,232,0
1760303,89.33773489080751,1840,0,35,0,94,0,1378,836,288,0
1768288,96.5923518164436,2249,0,129,0,237,0,2063,1517,337,0
1703186,111.28957196207986,2954,0,67,0,459,1,2830,1149,380,0
1588064,104.85474424053105,1964,0,262,0,327,8,1927,2626,283,0
1750440,133.01980893509412,5650,0,467,0,1000,1,5417,4982,805,2
1671555,94.43266832917706,1355,0,131,0,118,0,1144,1377,212,0
1785377,77.8715656345399,3267,0,301,1,1005,12,4120,3416,283,1
1734826,89.61615747385687,3999,0,161,4,713,0,4971,2637,531,2
1766736,96.2813627254509,2037,0,197,0,253,8,1891,2098,304,0
1763759,105.69299610894942,2209,0,85,0,272,4,2080,1235,316,0
1759381,91.78035264483627,1767,0,24,0,194,0,1551,602,292,0
1793524,109.47885646217986,3197,0,348,0,1492,0,4236,3318,287,2
1792974,97.01011073663939,1772,0,184,0,121,0,1479,1896,317,0
1743846,127.5887159533074,1759,0,454,2,355,0,2294,4271,272,0
1741745,89.7683447098976,2140,0,69,0,135,0,1833,994,365,0
1774659,64.31170382165605,2116,0,63,0,333,0,1921,1032,324,0
1946725,75.5944401143154,3029,0,333,0,481,6,3091,3312,383,0
1437831,89.36963258078796,1739,0,163,0,357,0,1656,1744,257,0
1768008,149.30811232449298,1173,0,45,1,63,0,999,626,201,0
1712020,103.67883211678833,2594,0,92,0,191,0,2196,1325,435,0
1802035,71.32328916318751,4587,0,76,0,842,4,4562,1664,613,2
1796275,120.06158711037494,4938,0,934,0,769,0,4518,8661,757,2
1778187,87.0187637969095,3881,0,73,0,575,1,3613,1437,524,2
1789736,95.46677050882658,1699,0,141,0,86,0,1368,1551,288,0
1825908,89.19905660377358,1605,0,104,0,411,0,1561,1287,204,0
1770966,72.9561977873109,3886,0,87,0,456,0,3505,1533,587,2
1799177,124.8767959770115,4767,0,165,0,635,1,4372,2356,697,2
1768190,67.42144122858831,2616,0,106,0,664,0,2683,1445,309,0
1857128,84.96385324417133,3513,0,1165,1,854,0,4032,10270,459,2
1792948,87.05025357307515,1554,0,282,0,333,0,1390,2753,208,0
1894569,85.3296903460838,1452,0,108,2,85,0,1197,1217,263,0
1798916,83.64584436209634,1521,0,132,0,235,1,1401,1430,214,0
1737558,96.9433930942895,5197,0,136,0,689,2,4891,2395,739,2
1728020,117.68037602820212,2156,0,143,0,254,0,1895,1659,334,0
1706693,105.06984387838948,2945,0,200,0,502,4,2776,2313,436,0
1787110,137.5072035463613,2473,0,96,0,136,2,2084,1316,409,0
1678393,96.64517265680057,2456,0,81,0,299,2,2228,1192,375,0
1835610,97.90224604389995,3096,0,213,0,603,6,2995,2476,448,1
1830102,91.26042189854344,2751,0,619,1,609,2,2821,5605,360,0
4177782,119.72809231878831,2517,0,35,0,221,0,2129,889,416,1
1745480,125.69966682532127,1710,0,269,0,122,0,1450,2534,284,0
1669078,83.62827932098766,4421,0,212,1,548,2,4909,2723,582,2
1789268,85.93620331950207,3004,0,586,0,266,0,2596,5362,478,0
1776897,63.690641918020106,2919,0,313,1,646,0,3184,3210,380,0
1719310,89.97838345864662,2707,0,206,0,279,0,2419,2215,412,0
1794228,86.73468488320846,3791,0,74,0,673,0,3756,1525,487,2
1758367,84.76824492702029,2178,0,200,0,431,0,2076,2133,294,0
2353593,69.65177319174514,3329,0,1257,0,393,12,3127,10908,492,1
1735574,98.52484815019326,5620,0,488,0,1130,6,5945,5347,656,2
636698,94.54835807467387,1997,0,43,0,183,0,1780,747,300,0
993953,73.03455111866327,2999,0,219,1,311,1,2691,2431,457,0
1796442,73.96436752354289,3025,0,389,1,507,7,2957,3850,403,0
1592849,96.93777867855695,4240,0,84,0,610,0,3943,1657,593,2
1652851,117.11108048511576,2875,0,63,0,690,0,2855,1301,397,0
1643083,192.81128133704735,2734,0,51,0,87,0,2277,952,429,0
1268785,117.37707006369426,1375,0,81,0,114,0,1187,950,219,0
1802231,96.2816866879137,3243,0,380,0,455,1,2994,3795,471,0
1533997,96.65529841656516,1478,0,39,0,125,0,1259,656,217,0
